grid,id,group,index,topology,oc,pump_mW,GDD_ps2,rounds,status,energy_pJ,energy_mean_pJ,energy_min_pJ,energy_max_pJ,energy_cv,peaks,single_tail,residual,edge_max,spectral_edge_max,FWHM_ps,CNT_energy_pJ,CNT_peak_W,inversion_gap,inversion_drift,numerical_pass,energy_range_pass,screen_candidate
coarse,g00_c10,0,10,OC_CNT,0.3,15.0,-0.1,40,spectral_boundary,522.1497384627053,490.25029958663816,299.9948788636343,587.9767275369259,0.19166075271773478,11,False,0.9508643907669557,5.998455411717338e-07,0.06402511532915511,1.0,1218.3493897463127,296.2780042724396,0.18789947532424578,0.0004640637017971905,False,False,False
coarse,g00_c11,0,11,OC_CNT,0.3,20.0,-0.1,40,spectral_boundary,506.8789209841183,486.3257557302668,299.9948788636343,596.4716381625472,0.1893643974453225,15,False,0.9274710055050983,5.821419217131325e-07,0.10791282671498882,1.5,1182.717482296276,154.4949239951652,0.22980890832320122,0.00013271583463903003,False,False,False
coarse,g00_c12,0,12,OC_CNT,0.3,30.0,-0.1,40,spectral_boundary,507.86175595508917,500.0672318542449,299.9948788636343,620.7118434279588,0.2043892376229003,12,False,0.7223047722054365,5.276817153648618e-07,0.1835223702515988,1.5,1185.010763895208,149.23744339189952,0.2783050232200276,0.0004752167667163576,False,False,False
coarse,g00_c13,0,13,OC_CNT,0.3,50.0,-0.1,40,spectral_boundary,601.9311901213991,527.318677929636,299.9948788636343,648.9792189276293,0.22267774297236878,16,False,0.798694107508723,9.526670545984274e-07,0.14028241971544217,1.5,1404.5061102832647,151.27423586696392,0.3110512524809135,0.001688107906438141,False,False,False
coarse,g00_c14,0,14,OC_CNT,0.3,100.0,-0.1,40,spectral_boundary,864.9101708356538,620.1572222360331,299.9948788636343,864.9101708356538,0.30276127332408326,13,False,0.8886907042659197,6.101986487650685e-07,0.1299539099517464,1.0,2018.1237319498591,380.1180307606299,0.3301433353668112,0.004657937904076537,False,False,False
coarse,g00_c15,0,15,OC_CNT,0.3,150.0,-0.1,20,spectral_boundary,770.2399349452855,478.4468073533509,299.9948788636343,770.2399349452855,0.2990514159079233,1,True,0.08790065945120963,6.712907801908274e-16,1.6641522048544994e-08,13.5,1797.2265148723332,109.5785054905333,0.3664168671344965,0.003988062674167514,False,False,False
coarse,g00_c16,0,16,OC_CNT,0.4,5.0,-0.1,40,spectral_boundary,419.44048623157244,460.0229312750083,299.9940554383957,594.1249801140484,0.1935289035844139,11,False,0.7695096890291431,6.189247675615502e-07,0.07056266452927608,1.5,629.1607293473586,97.66853061621,0.1602581538802902,0.0008385872886707002,False,False,False
coarse,g00_c17,0,17,OC_CNT,0.4,10.0,-0.1,40,spectral_boundary,498.0595923835893,478.9153861887342,299.9940554383957,606.9150444588993,0.2054953835042929,14,False,0.7384620929378195,2.3333509212373575e-07,0.0693137238645779,1.5,747.089388575384,152.59012282816408,0.1679985795907044,0.0005583364974619531,False,False,False
coarse,g00_c18,0,18,OC_CNT,0.4,15.0,-0.1,40,spectral_boundary,501.8026993099273,486.0435812375561,299.9940554383957,619.8186715547981,0.2139680149143063,12,False,0.7122662823789857,7.290295274037353e-07,0.09354445346738331,1.0,752.704048964891,151.63815995764554,0.22332691555662665,0.0002522583915912646,False,False,False
coarse,g00_c19,0,19,OC_CNT,0.4,20.0,-0.1,40,spectral_boundary,538.560974575025,495.9346796468161,299.9940554383957,632.8403118815236,0.22416005859146435,11,False,1.0305004527726127,5.824360132745702e-07,0.1064195313505154,1.0,807.8414618625376,197.13350074905196,0.2510614951789679,4.732565547005407e-05,False,False,False
coarse,g00_c20,0,20,OC_CNT,0.4,30.0,-0.1,40,spectral_boundary,565.4080355174638,508.01464256252814,299.9940554383957,660.1105861964405,0.23499171821570086,8,False,0.7613656886616812,4.4803048573500853e-07,0.08834337817279851,1.0,848.1120532761954,155.27659138805953,0.28849396065644684,0.0006631581851574975,False,False,False
coarse,g00_c21,0,21,OC_CNT,0.4,50.0,-0.1,40,spectral_boundary,666.2945747960705,545.9651530861721,299.9940554383957,716.9551115000686,0.27242315749607304,10,False,0.7409646400001827,4.089176050877365e-07,0.09376446862138178,1.0,999.4418621941057,200.7438848327525,0.31652461679544885,0.0018654608122893324,False,False,False
coarse,g00_c22,0,22,OC_CNT,0.4,100.0,-0.1,40,spectral_boundary,958.5593613120027,646.5894514385378,299.9940554383957,958.5593613120027,0.3596305834497977,10,False,0.880945715516836,6.168664102293629e-07,0.14211245044754098,1.0,1437.839041968004,295.8455083878586,0.3300285959906133,0.004856970445212716,False,False,False
coarse,g00_c23,0,23,OC_CNT,0.4,150.0,-0.1,40,spectral_boundary,1441.51167518497,806.1363969314125,299.9940554383957,1441.51167518497,0.48178519182755364,13,False,0.9742521980834487,8.965836459405302e-07,0.1301595408826679,2.5,2162.267512777455,309.5658812642885,0.3205999039405595,0.007721751217444117,False,False,False
